order_date,customer_state,product_category_name,revenue,freight_total
2017-09-29,RJ,automotivo,19.00,15.10
2017-10-21,PR,beleza_saude,33.80,24.96
2017-04-23,SP,fashion_calcados,29.90,14.52
2018-05-16,SP,papelaria,667.98,127.56
2018-04-23,GO,moveis_decoracao,69.90,0.00
2018-01-30,SC,informatica_acessorios,568.72,53.86
2018-03-23,AL,cama_mesa_banho,168.98,25.31
2017-08-05,PE,utilidades_domesticas,121.80,35.42
2018-07-23,SC,construcao_ferramentas_seguranca,99.00,18.79
2017-11-22,SP,,387.00,54.40
2017-06-04,MG,relogios_presentes,666.79,44.96
2017-04-26,SP,esporte_lazer,460.69,162.82
2017-06-12,SP,relogios_presentes,521.00,45.44
2017-08-16,MG,cama_mesa_banho,318.53,81.84
2017-10-24,RJ,telefonia,29.99,14.10
2018-07-12,RJ,bebes,20.00,18.24
2017-01-22,SP,cama_mesa_banho,89.90,17.37
2017-06-01,PA,relogios_presentes,1500.00,37.04
2018-08-19,MS,beleza_saude,122.99,30.11
2018-04-15,BA,automotivo,269.49,37.29
2017-04-19,RJ,perfumaria,19.90,14.52
2018-04-25,SP,eletrodomesticos,247.70,39.28
2018-08-09,PA,moveis_decoracao,94.00,29.14
2018-06-19,SP,brinquedos,467.27,71.44
2017-05-10,DF,brinquedos,69.99,14.24
2018-05-27,BA,informatica_acessorios,149.90,12.06
2017-03-18,SP,ferramentas_jardim,254.88,49.68
2018-01-08,PB,brinquedos,89.90,21.43
2018-05-06,RJ,papelaria,417.40,51.22
2017-01-31,CE,beleza_saude,129.90,20.00
2018-02-02,ES,audio,189.00,16.07
2017-12-10,RS,esporte_lazer,29.50,16.11
2017-08-28,SP,malas_acessorios,289.90,48.74
2017-03-03,SP,informatica_acessorios,471.70,51.99
2018-03-19,AL,dvds_blu_ray,24.90,22.85
2017-09-18,SP,eletronicos,97.90,31.27
2018-03-03,PE,beleza_saude,914.65,40.20
2017-08-25,MS,construcao_ferramentas_jardim,145.99,16.78
2018-08-01,RJ,ferramentas_jardim,165.00,76.57
2018-04-29,DF,industria_comercio_e_negocios,158.00,46.18
2018-08-10,CE,telefonia,19.99,37.05
2018-07-20,SP,fashion_roupa_masculina,24.90,18.27
2017-11-25,DF,pet_shop,59.99,15.17
2018-07-12,GO,cool_stuff,4599.90,209.54
2017-09-20,CE,informatica_acessorios,204.89,127.82
2017-02-09,SC,moveis_decoracao,119.00,17.57
2018-08-01,PR,beleza_saude,238.99,28.29
2018-06-28,ES,cama_mesa_banho,45.00,19.51
2017-01-18,SP,papelaria,164.90,11.33
2017-07-23,MG,brinquedos,159.00,21.60
2017-05-18,MG,telefonia,130.00,17.35
2017-05-02,MG,malas_acessorios,79.90,20.64
2017-12-31,RJ,perfumaria,117.90,9.20
2017-08-25,SC,beleza_saude,59.99,17.67
2018-02-08,PB,informatica_acessorios,64.90,16.21
2017-04-11,MG,cool_stuff,199.00,28.14
2018-05-02,PA,relogios_presentes,120.00,27.90
2018-08-06,PR,industria_comercio_e_negocios,110.00,111.24
2018-03-18,DF,beleza_saude,23.99,14.16
2017-12-12,PR,cama_mesa_banho,138.80,35.55
2017-10-07,SP,brinquedos,478.79,61.00
2017-11-25,PR,fashion_bolsas_e_acessorios,29.90,15.10
2017-06-01,RJ,,1159.00,25.55
2017-08-05,SP,automotivo,199.80,25.92
2018-04-20,RJ,informatica_acessorios,700.27,37.18
2018-08-18,SP,consoles_games,69.99,18.59
2017-03-16,RS,beleza_saude,131.00,17.76
2017-06-23,MT,moveis_escritorio,79.99,38.08
2017-03-21,DF,cool_stuff,99.99,17.13
2018-04-21,RJ,moveis_quarto,287.00,65.16
2017-07-11,BA,cama_mesa_banho,24.90,16.79
2018-01-23,RS,moveis_decoracao,605.35,69.25
2018-06-21,SP,fashion_bolsas_e_acessorios,128.90,15.42
2017-02-13,PR,beleza_saude,359.68,31.68
2018-06-12,SP,eletrodomesticos,272.00,78.52
2017-12-08,PI,cool_stuff,199.00,60.56
2018-06-24,SE,automotivo,59.80,57.19
2017-12-22,SP,informatica_acessorios,502.00,53.96
2018-04-02,RJ,esporte_lazer,547.59,132.03
2017-12-12,GO,eletronicos,13.65,14.10
2017-04-05,RJ,relogios_presentes,1428.00,39.52
2018-03-11,PR,telefonia,304.99,17.01
2017-11-30,MG,utilidades_domesticas,349.80,189.04
2017-08-07,RS,informatica_acessorios,224.99,32.19
2017-03-16,SP,fashion_calcados,232.60,29.28
2017-06-25,MA,moveis_decoracao,299.99,54.46
2018-06-18,MS,esporte_lazer,79.99,19.75
2018-04-26,PE,utilidades_domesticas,139.00,23.03
2017-03-09,SP,market_place,32.90,14.52
2018-03-10,RS,esporte_lazer,487.40,47.37
2017-08-14,SC,cama_mesa_banho,118.58,16.59
2017-10-29,RS,esporte_lazer,99.90,20.19
2017-03-27,PA,relogios_presentes,55.00,24.39
2017-03-06,SP,consoles_games,59.00,12.01
2017-10-29,RJ,dvds_blu_ray,19.90,17.63
2017-05-14,MG,brinquedos,82.90,12.71
2018-02-11,SP,artes,48.90,15.10
2018-04-13,SP,casa_construcao,219.22,12.16
2018-07-14,MS,moveis_decoracao,230.00,82.92
2017-12-12,RJ,pet_shop,65.99,15.22
2018-07-12,SP,livros_interesse_geral,115.89,23.61
2018-01-07,GO,construcao_ferramentas_jardim,118.00,18.08
2018-05-29,DF,relogios_presentes,499.90,19.47
2017-10-29,MG,cama_mesa_banho,413.66,114.46
2017-12-07,RN,livros_interesse_geral,68.00,16.54
2018-05-24,SP,perfumaria,402.63,46.94
2018-04-04,SP,beleza_saude,2374.07,206.97
2018-05-11,PR,portateis_casa_forno_e_cafe,1799.00,44.85
2018-05-22,PE,informatica_acessorios,166.36,63.28
2018-02-17,RJ,perfumaria,96.00,14.42
2018-08-07,SC,utilidades_domesticas,229.80,58.17
2018-02-15,RJ,bebes,227.71,60.32
2016-10-08,PI,beleza_saude,210.00,36.09
2017-12-09,RJ,telefonia,211.89,32.71
2018-05-09,PR,esporte_lazer,462.50,42.01
2018-02-22,PR,bebes,189.70,44.70
2018-07-27,PR,utilidades_domesticas,21.90,7.73
2017-02-28,SP,casa_conforto,89.90,11.24
2018-08-22,MG,pet_shop,145.90,42.27
2018-08-02,SP,brinquedos,231.90,26.34
2017-06-16,BA,ferramentas_jardim,133.64,67.16
2018-05-19,RJ,perfumaria,129.99,18.79
2018-04-12,SC,moveis_decoracao,599.00,54.38
2018-07-26,DF,cama_mesa_banho,26.40,19.38
2018-06-22,SP,fashion_bolsas_e_acessorios,174.79,26.77
2018-05-14,RJ,moveis_quarto,179.98,68.98
2017-11-10,BA,beleza_saude,151.80,36.20
2018-07-11,ES,eletrodomesticos,26.19,18.28
2018-08-18,SP,moveis_quarto,140.00,67.57
2017-04-03,MG,esporte_lazer,59.90,17.26
2018-02-26,GO,cama_mesa_banho,84.90,30.20
2018-02-14,RS,cama_mesa_banho,99.90,17.95
2018-01-10,RJ,pet_shop,94.90,16.42
2017-08-17,BA,cool_stuff,199.00,47.92
2018-04-29,BA,moveis_decoracao,169.90,48.02
2018-01-01,TO,brinquedos,29.90,26.89
2017-11-09,PR,cama_mesa_banho,39.90,16.60
2017-09-01,SC,pcs,1200.00,50.81
2018-03-21,SC,,122.99,18.74
2017-08-25,ES,cama_mesa_banho,195.00,0.00
2018-08-09,MG,automotivo,259.99,37.72
2017-08-24,DF,fashion_bolsas_e_acessorios,49.90,15.10
2017-03-23,MA,perfumaria,113.98,49.78
2017-06-12,RJ,utilidades_domesticas,687.50,98.83
2017-07-19,SP,automotivo,103.79,29.84
2017-10-30,AL,cama_mesa_banho,40.00,29.88
2018-08-08,GO,alimentos,86.00,15.70
2017-04-27,SP,esporte_lazer,161.00,32.03
2017-11-09,CE,automotivo,89.90,29.03
2018-07-03,PI,beleza_saude,66.99,15.57
2017-07-14,SP,moveis_sala,103.97,25.04
2018-04-30,SP,artigos_de_natal,19.90,7.87
2017-06-09,MT,telefonia,48.99,16.79
2017-12-25,SP,esporte_lazer,131.88,33.94
2018-03-01,MG,pet_shop,229.80,73.10
2018-02-25,RJ,beleza_saude,360.27,103.30
2018-07-17,RJ,cama_mesa_banho,367.65,89.07
2017-11-16,RJ,moveis_decoracao,123.97,77.50
2018-01-11,SP,moveis_decoracao,608.49,106.19
2018-01-16,DF,telefonia,68.90,8.11
2018-05-08,PR,moveis_decoracao,544.40,92.60
2017-11-03,SP,papelaria,126.50,84.32
2016-10-06,DF,perfumaria,39.90,16.05
2018-05-04,RJ,esporte_lazer,943.90,122.02
2018-05-11,RJ,perfumaria,353.80,51.36
2017-08-22,SC,eletrodomesticos_2,778.00,138.09
2018-07-26,PI,brinquedos,369.00,64.83
2017-05-08,RS,moveis_decoracao,279.80,36.46
2018-01-22,PA,esporte_lazer,599.70,115.62
2018-03-16,BA,informatica_acessorios,140.49,105.36
2018-04-06,SP,telefonia,181.64,50.22
2017-10-10,SP,ferramentas_jardim,129.70,29.98
2017-06-07,PI,pet_shop,120.00,36.16
2018-07-06,SP,ferramentas_jardim,491.99,44.31
2018-02-07,MG,,315.06,46.56
2017-10-27,MT,eletronicos,18.90,16.79
2018-05-15,SP,livros_interesse_geral,95.40,23.97
2017-11-22,RJ,automotivo,68.00,31.23
2017-10-31,SP,pet_shop,139.80,9.74
2017-01-26,SP,papelaria,369.80,25.77
2017-04-16,SP,perfumaria,128.99,22.13
2017-08-03,PR,utilidades_domesticas,66.80,33.58
2017-07-23,BA,pet_shop,84.50,18.16
2018-08-23,MG,moveis_decoracao,69.00,26.78
2018-05-31,BA,relogios_presentes,468.00,46.69
2018-06-11,DF,beleza_saude,122.99,25.21
2018-03-06,SP,artes,125.00,15.38
2017-04-30,PA,relogios_presentes,22.90,29.55
2018-05-09,RS,informatica_acessorios,48.89,37.27
2018-08-08,MG,papelaria,98.90,14.99
2018-04-19,MG,construcao_ferramentas_jardim,76.32,72.53
2018-05-03,MG,alimentos,27.90,18.23
2018-08-05,MG,automotivo,238.78,120.14
2017-07-17,AL,beleza_saude,74.98,46.08
2017-03-13,MG,moveis_escritorio,289.97,86.59
2017-12-01,RJ,moveis_decoracao,428.90,117.23
2017-10-17,RS,bebes,50.00,17.60
2017-12-04,RS,cama_mesa_banho,193.90,16.11
2017-04-10,BA,informatica_acessorios,99.00,29.62
2018-04-11,RS,casa_construcao,381.45,41.63
2018-02-07,RO,cama_mesa_banho,259.90,49.26
2017-10-29,SP,ferramentas_jardim,299.50,67.20
2017-11-06,RJ,construcao_ferramentas_construcao,38.90,8.27
2017-03-31,RJ,esporte_lazer,13.50,14.52
2018-05-23,SP,ferramentas_jardim,36.00,8.29
2018-05-13,TO,brinquedos,35.90,37.04
2017-05-01,MG,pet_shop,60.90,14.60
2018-03-05,MG,moveis_escritorio,269.88,96.47
2018-04-02,SC,eletronicos,13.65,18.23
2018-03-01,MA,beleza_saude,325.00,23.07
2017-12-01,MG,bebes,64.89,17.70
2018-07-20,ES,pet_shop,49.90,23.15
2017-10-07,RJ,automotivo,90.00,26.95
2017-02-21,RJ,moveis_decoracao,73.35,15.72
2018-04-25,BA,utilidades_domesticas,18.90,18.28
2017-01-29,RS,cama_mesa_banho,129.99,18.00
2017-01-15,PR,ferramentas_jardim,380.00,49.70
2017-06-27,RR,informatica_acessorios,31.90,31.02
2018-01-08,RJ,moveis_escritorio,239.97,68.64
2018-02-27,MT,brinquedos,49.90,15.79
2018-05-15,RO,perfumaria,13.99,22.85
2017-04-27,SP,utilidades_domesticas,425.68,169.08
2017-11-06,SP,ferramentas_jardim,338.70,77.05
2017-08-04,ES,telefonia,12.97,15.10
2018-01-14,SC,moveis_decoracao,158.99,25.95
2018-07-19,RJ,utilidades_domesticas,146.67,32.32
2017-05-20,RJ,informatica_acessorios,233.80,25.49
2017-06-15,BA,eletrodomesticos,10.40,16.79
2018-01-12,RS,ferramentas_jardim,49.90,17.60
2018-04-30,RS,moveis_decoracao,345.98,86.17
2018-08-12,RJ,consoles_games,16.90,15.23
2017-10-25,RJ,relogios_presentes,224.00,43.96
2017-07-04,GO,brinquedos,89.90,16.88
2018-04-27,RJ,cool_stuff,24.00,18.23
2018-08-12,SP,esporte_lazer,443.87,66.67
2018-01-07,RJ,telefonia,164.99,14.90
2017-11-25,RS,ferramentas_jardim,49.00,17.64
2017-09-22,ES,perfumaria,42.90,15.10
2017-11-18,SP,telefonia,24.99,7.78
2018-04-02,SP,relogios_presentes,1898.50,131.01
2017-05-11,MG,cama_mesa_banho,418.80,55.17
2017-10-09,MG,esporte_lazer,245.70,72.57
2017-06-23,DF,brinquedos,149.00,18.29
2017-11-14,SP,moveis_decoracao,1034.96,175.46
2017-07-25,RJ,telefonia,37.99,14.10
2017-09-19,SC,ferramentas_jardim,179.99,27.58
2018-06-12,BA,perfumaria,118.90,22.76
2018-08-01,RS,moveis_decoracao,70.00,21.79
2017-07-19,SP,eletroportateis,275.93,16.44
2017-04-11,MG,esporte_lazer,135.50,48.20
2017-03-05,GO,utilidades_domesticas,72.99,23.06
2018-08-07,SP,pet_shop,467.70,46.50
2018-07-17,SP,bebes,254.87,29.14
2017-10-31,MG,bebes,542.90,77.21
2017-11-20,PB,consoles_games,24.50,34.15
2018-07-13,SC,moveis_decoracao,430.00,120.76
2018-05-15,RJ,eletronicos,328.90,55.47
2017-10-24,MG,pet_shop,262.80,31.22
2017-03-09,RJ,beleza_saude,179.79,43.02
2018-06-15,RJ,automotivo,15.00,18.23
2017-12-15,RS,beleza_saude,113.98,30.49
2018-03-07,SP,fashion_roupa_infanto_juvenil,39.99,10.15
2018-02-03,SP,perfumaria,52.50,11.87
2017-10-09,SC,automotivo,525.98,67.26
2017-05-05,MA,moveis_escritorio,149.90,38.01
2018-02-26,MG,relogios_presentes,199.00,13.52
2017-08-09,RN,brinquedos,79.90,25.11
2017-10-03,RS,telefonia,18.90,15.10
2017-03-12,SP,cool_stuff,129.99,9.28
2018-03-20,SP,utilidades_domesticas,874.23,280.39
2018-07-16,SP,relogios_presentes,905.00,47.66
2017-07-14,SP,bebes,79.90,7.81
2018-01-06,SP,brinquedos,844.49,98.06
2018-05-08,GO,beleza_saude,124.00,18.45
2017-04-02,MG,moveis_decoracao,78.00,29.04
2018-03-28,RJ,perfumaria,285.39,32.77
2018-07-21,SP,moveis_sala,179.90,23.01
2018-04-01,BA,automotivo,143.80,44.49
2017-07-20,MG,moveis_decoracao,89.90,25.47
2017-07-19,RJ,cool_stuff,129.29,38.47
2018-06-18,BA,esporte_lazer,219.99,30.02
2017-10-01,ES,automotivo,40.00,15.10
2017-10-11,RJ,informatica_acessorios,310.89,59.08
2017-11-28,BA,relogios_presentes,190.83,17.78
2018-07-26,SP,fashion_bolsas_e_acessorios,172.90,22.98
2018-07-13,SP,ferramentas_jardim,99.39,39.44
2018-01-29,RS,automotivo,51.90,15.11
2018-03-25,RJ,bebes,999.90,51.22
2018-03-08,MG,utilidades_domesticas,355.40,57.62
2017-12-07,SP,informatica_acessorios,143.88,29.40
2018-08-07,DF,cama_mesa_banho,374.41,71.01
2017-10-01,MG,livros_interesse_geral,180.00,71.68
2017-03-11,SC,papelaria,69.00,15.69
2017-02-05,RJ,cama_mesa_banho,59.50,17.16
2018-06-29,SC,informatica_acessorios,12.90,15.23
2018-04-25,SP,papelaria,117.00,22.03
2017-05-03,RJ,moveis_escritorio,179.92,52.26
2017-11-15,PE,cama_mesa_banho,55.60,26.93
2018-06-08,SC,beleza_saude,499.90,16.76
2018-01-26,SP,casa_construcao,300.80,30.85
2017-02-11,MG,brinquedos,34.90,14.52
2017-10-26,CE,cama_mesa_banho,347.97,87.63
2017-10-29,SE,beleza_saude,599.65,29.48
2017-08-30,RJ,consoles_games,19.90,15.10
2017-11-10,MG,utilidades_domesticas,42.00,21.38
2017-12-28,BA,automotivo,199.00,43.80
2017-04-07,SP,moveis_escritorio,849.99,54.60
2018-04-29,SC,bebes,290.00,35.57
2018-08-03,MG,instrumentos_musicais,59.90,16.61
2018-01-13,ES,automotivo,267.55,90.41
2017-09-19,MG,fashion_bolsas_e_acessorios,79.00,15.99
2017-06-17,ES,informatica_acessorios,353.80,34.00
2017-06-20,PR,beleza_saude,34.99,14.10
2018-01-13,RS,relogios_presentes,29.90,20.84
